headword,CEFR,lemma,pos
respond,B1,respond,VERB
response,A2,response,NOUN
responsibility,B1,responsibility,NOUN
responsible,B1,responsible,ADJ
rest,B1,rest,VERB
rest,B1,rest,VERB
restaurant,A1,restaurant,NOUN
restore,B1,restore,VERB
restrict,B1,restrict,VERB
restriction,B2,restriction,NOUN
result,A1,result,VERB
result,B1,result,VERB
resume,B2,resume,VERB
retail,B1,retail,NOUN
retailer,B2,retailer,NOUN
retain,B1,retain,VERB
retard,B2,retard,NOUN
retell,B1,retell,VERB
retina,B2,retina,PROPN
retire,A2,retire,VERB
retired,A2,retire,VERB
retirement,B2,retirement,NOUN
retreat,B2,retreat,NOUN
retreat,B2,retreat,NOUN
retrieve,B2,retrieve,NOUN
retrospect,B1,retrospect,VERB
return,A2,return,VERB
return,A2,return,VERB
reunification,B1,reunification,NOUN
reunify,B1,reunify,VERB
reunion,A2,reunion,NOUN
reveal,A2,reveal,VERB
revelation,B2,revelation,NOUN
revenge,B2,revenge,NOUN
revenue,B2,revenue,NOUN
reverence,B2,reverence,NOUN
reverse,B2,reverse,VERB
review,A1,review,VERB
review,B2,review,VERB
revise,B1,revise,VERB
revision,B1,revision,NOUN
revival,B2,revival,NOUN
revive,B2,revive,VERB
revolution,B2,revolution,NOUN
revolutionary,B2,revolutionary,PROPN
revolutionize/revolutionise,B2,revolutionize,PROPN
revolve,B2,revolve,NOUN
reward,B1,reward,NOUN
reward,B2,reward,NOUN
rewrite,B1,rewrite,VERB
rhinoceros,B2,rhinoceros,PROPN
rhyme,B2,rhyme,PROPN
rhythm,A2,rhythm,PROPN
rhythmic,B2,rhythmic,ADJ
rib,B2,rib,NOUN
ribbon,A1,ribbon,VERB
rice,A1,rice,NOUN
rich,A1,rich,ADJ
rid,B1,rid,VERB
riddle,B2,riddle,NOUN
riddle,B1,riddle,NOUN
ride,A1,ride,VERB
ride,A1,ride,VERB
rider,B2,rider,VERB
ridge,B2,ridge,PROPN
ridiculous,B1,ridiculous,ADJ
right,A1,right,INTJ
right,A1,right,INTJ
right,A2,right,INTJ
righteousness,B2,righteousness,NOUN
right-hand,A2,right,ADJ
rightly,B2,rightly,ADV
rim,B2,rim,NOUN
ring,A2,ring,NOUN
ring,A1,ring,NOUN
rip,B2,rip,VERB
ripe,B1,ripe,ADJ
rise,B1,rise,VERB
rise,B1,rise,VERB
risk,B1,risk,NOUN
risk,B2,risk,NOUN
risky,B2,risky,ADJ
rite,B2,rite,ADJ
ritual,B2,ritual,ADJ
rival,B2,rival,PROPN
river,A1,river,NOUN
road,A2,road,NOUN
roadside,B1,roadside,NOUN
roam,B2,roam,PROPN
roar,B2,roar,NOUN
roast,B2,roast,NOUN
roast,A2,roast,NOUN
rob,A2,rob,PROPN
robbery,A2,robbery,NOUN
robin,A2,robin,PROPN
robot,B1,robot,NOUN
rock,A2,rock,NOUN
rock,B2,rock,NOUN
rocket,B2,rocket,NOUN
rocky,B2,rocky,ADJ
role,A1,role,NOUN
roll,A2,roll,NOUN
roll,B2,roll,NOUN
rolling,B1,roll,VERB
romance,A2,romance,NOUN
romantic,A2,romantic,ADJ
roof,A2,roof,NOUN
room,A1,room,NOUN
room,B1,room,NOUN
roommate,B2,roommate,NOUN
root,A2,root,NOUN
rope,A2,rope,NOUN
rose,A1,rise,VERB
rosy,B2,rosy,ADJ
rotten,B1,rotten,ADJ
rough,B1,rough,ADJ
roughly,A2,roughly,ADV
round,B1,round,ADJ
round,A2,round,ADJ
round,B1,round,ADJ
round,B2,round,ADJ
round,B2,round,ADJ
roundabout,A2,roundabout,VERB
route,B2,route,NOUN
routine,B1,routine,ADJ
row,A1,row,NOUN
row,B2,row,NOUN
royal,A2,royal,PROPN
royalty,B2,royalty,NOUN
rub,B2,rub,PROPN
rubber,B1,rubber,NOUN
rubbish,B1,rubbish,NOUN
rubble,B2,rubble,NOUN
rude,A1,rude,NOUN
rudely,B1,rudely,ADV
rug,B2,rug,NOUN
rugby,A2,rugby,VERB
ruin,B1,ruin,NOUN
ruin,A2,ruin,NOUN
ruinous,B2,ruinous,ADJ
rule,A1,rule,NOUN
rule,B2,rule,NOUN
ruler,A1,ruler,NOUN
rumor/rumour,A2,rumor,NOUN
run,A1,run,VERB
run,A1,run,VERB
runaway,B1,runaway,ADJ
runner,A2,runner,PROPN
running,A2,run,VERB
runway,B1,runway,NOUN
rural,B2,rural,ADJ
rush,A2,rush,NOUN
rush,B1,rush,NOUN
rush hour,B2,rush,NOUN
rusty,B2,rusty,ADJ
's,A1,'s,PART
sack,B2,sack,NOUN
sacred,B1,sacred,ADJ
sad,A1,sad,ADJ
sadly,A2,sadly,ADV
sadness,B1,sadness,NOUN
safari,B1,safari,PROPN
safe,A2,safe,ADJ
safeguard,B1,safeguard,NOUN
safeguard,B2,safeguard,NOUN
safely,B1,safely,ADV
safety,B1,safety,NOUN
sag,B2,sag,PROPN
sage,B2,sage,NOUN
sail,B2,sail,NOUN
sailing,A2,sailing,NOUN
sailor,A1,sailor,NOUN
sake,A2,sake,NOUN
salad,A1,salad,NOUN
salary,B2,salary,NOUN
sale,A1,sale,NOUN
salesman,B1,salesman,NOUN
salesmanship,B2,salesmanship,NOUN
salesperson,B2,salesperson,PROPN
saleswoman,B2,saleswoman,NOUN
salmon,B1,salmon,NOUN
salon,B2,salon,NOUN
salsa,B2,salsa,NOUN
salt,A2,salt,NOUN
salty,B2,salty,ADJ
same,A1,same,ADJ
same,A1,same,ADJ
same,A1,same,ADJ
sample,A2,sample,NOUN
sand,B1,sand,NOUN
sandal,B1,sandal,NOUN
sandstone,B2,sandstone,NOUN
sandwich,A1,sandwich,NOUN
sandy,A2,sandy,NOUN
sanitary,B2,sanitary,PROPN
sanitation,B2,sanitation,NOUN
satellite,B1,satellite,NOUN
satisfaction,B1,satisfaction,NOUN
satisfactory,B2,satisfactory,ADJ
satisfied,B1,satisfy,VERB
satisfy,A2,satisfy,NOUN
Saturday,A1,Saturday,PROPN
sauce,A2,sauce,VERB
saucepan,B1,saucepan,VERB
saucer,B1,saucer,NOUN
sausage,A2,sausage,NOUN
save,A1,save,VERB
saving/savings,B2,saving,NOUN
saw,A1,see,VERB
saw,B2,see,VERB
say,B2,say,VERB
say,A1,say,VERB
scale,A2,scale,NOUN
scan,B1,scan,PROPN
scan,B2,scan,PROPN
scandal,B2,scandal,NOUN
scar,B2,scar,NOUN
scarcely,B2,scarcely,ADV
scare,B1,scare,NOUN
scared,B1,scar,VERB
scarf,A2,scarf,VERB
scarlet,B2,scarlet,NOUN
scary,B1,scary,ADJ
scatter,B1,scatter,PROPN
scene,A2,scene,NOUN
scenery,A2,scenery,NOUN
scenic,B1,scenic,ADJ
scent,B2,scent,NOUN
schedule,A2,schedule,NOUN
schedule,B2,schedule,NOUN
scheduled,B2,schedule,VERB
scheme,B2,scheme,NOUN
scholar,B1,scholar,NOUN
scholarship,B1,scholarship,NOUN
scholasticism,B2,scholasticism,NOUN
school,A1,school,NOUN
schoolchild,A2,schoolchild,VERB
schoolgirl,B2,schoolgirl,PROPN
schoolmate,B1,schoolmate,ADJ
schoolteacher,B1,schoolteacher,NOUN
schoolwork,A2,schoolwork,NOUN
science,A1,science,NOUN
science fiction,B1,science,NOUN
scientific,A2,scientific,ADJ
scientifically,B2,scientifically,ADV
scientist,A1,scientist,PROPN
scissors,A2,scissor,NOUN
scold,B1,scold,VERB
scooter,B2,scooter,PROPN
scope,B1,scope,NOUN
score,B1,score,VERB
score,B1,score,VERB
scramble,B2,scramble,VERB
scratch,B1,scratch,NOUN
scratch,B2,scratch,NOUN
scream,A2,scream,VERB
scream,B1,scream,VERB
screen,A2,screen,PROPN
screen,B2,screen,PROPN
screw,A2,screw,VERB
screw,B2,screw,VERB
scribble,B2,scribble,ADJ
script,A2,script,NOUN
scrooge,B2,scrooge,PROPN
scuba,B2,scuba,PROPN
sculpture,B1,sculpture,NOUN
scythe,B2,scythe,X
sea,A1,sea,NOUN
seafood,A2,seafood,NOUN
seal,B2,seal,NOUN
search,A2,search,NOUN
search,B1,search,NOUN
seaside,A2,seaside,PROPN
season,B1,season,NOUN
seasonal,B2,seasonal,ADJ
seat,A1,seat,NOUN
seawater,B1,seawater,NOUN
seaweed,B1,seaweed,VERB
second,A1,second,ADJ
second,B1,second,ADJ
second,A2,second,ADJ
second,A2,second,ADJ
second person,B2,second,ADJ
secondary,B2,secondary,ADJ
secondary school,B1,secondary,ADJ
second-hand,B1,second,ADJ
second-hand,B1,second,ADJ
secondly,B2,secondly,ADV
secret,B1,secret,ADJ
secret,A2,secret,ADJ
secretary,A2,secretary,NOUN
secretly,B1,secretly,ADV
section,A1,section,NOUN
sector,B2,sector,NOUN
secure,B1,secure,ADJ
security,B1,security,NOUN
see,A1,see,VERB
seed,A2,seed,NOUN
seek,A2,seek,VERB
seem,A2,seem,VERB
seesaw,B2,seesaw,NOUN
segment,B2,segment,NOUN
seize,B1,seize,VERB
seldom,B2,seldom,ADV
select,B1,select,ADJ
select,B2,select,ADJ
selection,B1,selection,NOUN
self,A1,self,NOUN
self-confidence,B2,self,NOUN
self-confident,B2,self,NOUN
selfish,B1,selfish,ADJ
selfless,B2,selfless,PROPN
self-service,B1,self,NOUN
sell,A1,sell,VERB
seller,B2,seller,NOUN
semester,A2,semester,NOUN
semicolon,B2,semicolon,PROPN
semi-final,B2,semi,ADJ
seminar,B2,seminar,NOUN
senator,B2,senator,PROPN
send,A2,send,VERB
senior,A2,senior,ADJ
senior,A2,senior,ADJ
sensation,B1,sensation,NOUN
sense,A2,sense,NOUN
sense,B2,sense,NOUN
sensible,B2,sensible,PROPN
sensitive,B2,sensitive,ADJ
sentence,A1,sentence,NOUN
sentence,B2,sentence,NOUN
separate,A2,separate,ADJ
separate,B2,separate,ADJ
separately,B2,separately,ADV
separation,B1,separation,NOUN
September,A1,September,PROPN
sequence,B1,sequence,NOUN
serene,B2,serene,ADJ
serial,B2,serial,NOUN
series,B1,series,PROPN
serious,B1,serious,ADJ
seriously,A2,seriously,ADV
servant,B2,servant,NOUN
serve,A2,serve,VERB
server,B1,server,NOUN
service,B1,service,NOUN
service,B1,service,NOUN
session,B1,session,NOUN
set,A2,set,VERB
set,A1,set,VERB
setback,B2,setback,NOUN
setting,B1,set,VERB
settle,B1,settle,VERB
settlement,B1,settlement,NOUN
settler,B1,settler,PROPN
seven,A1,seven,NUM
seventeen,A1,seventeen,NUM
seventy,A1,seventy,NUM
several,A2,several,ADJ
several,A2,several,ADJ
severe,B1,severe,ADJ
severely,B1,severely,ADV
sew,A2,sew,VERB
sex,B1,sex,NOUN
sexism,B2,sexism,NOUN
sexual,B2,sexual,ADJ
sexy,B2,sexy,ADJ
shabby,B2,shabby,ADJ
shade,A2,shade,NOUN
shadow,A2,shadow,NOUN
shadow,B1,shadow,NOUN
shadowy,B1,shadowy,PROPN
shake,A1,shake,VERB
shake,B1,shake,VERB
shaken,B2,shaken,VERB
Shakespearean,B2,shakespearean,ADJ
shaky,B2,shaky,PROPN
shall,A2,shall,AUX
shallow,B1,shallow,ADJ
shame,B1,shame,PROPN
shameful,B1,shameful,ADJ
shampoo,A2,shampoo,PROPN
shape,A2,shape,NOUN
shape,B1,shape,NOUN
share,A2,share,NOUN
share,A1,share,NOUN
sharp,B1,sharp,ADJ
sharp,B2,sharp,ADJ
sharply,B2,sharply,ADV
shatter,B2,shatter,NOUN
shave,B1,shave,NOUN
she,A1,she,PRON
shed,B2,shed,VERB
sheep,A1,sheep,NOUN
sheer,B1,sheer,ADJ
sheet,B1,sheet,NOUN
shelf,A1,shelf,NOUN
shell,A2,shell,PROPN
shell,B2,shell,PROPN
shelter,B1,shelter,NOUN
sheriff,B1,sheriff,PROPN
shield,B2,shield,PROPN
shift,B2,shift,NOUN
shift,B1,shift,NOUN
shine,A2,shine,VERB
shiny,B1,shiny,ADJ
ship,A1,ship,NOUN
ship,B1,ship,NOUN
shipping,B2,shipping,NOUN
shipwreck,B2,shipwreck,PROPN
shirt,A1,shirt,NOUN
shiver,B1,shiver,PROPN
shock,A2,shock,NOUN
shock,B2,shock,NOUN
shocked,B1,shock,VERB
shocking,B1,shocking,ADJ
shoe,A1,shoe,NOUN
shoot,A2,shoot,VERB
shooting,B2,shoot,VERB
shop,A1,shop,NOUN
shop,B1,shop,NOUN
shop assistant,A2,shop,PROPN
shopkeeper,B2,shopkeeper,NOUN
shoplift,B2,shoplift,NOUN
shoplifter,B2,shoplifter,NOUN
shoplifting,B2,shoplift,VERB
shopper,B1,shopper,PROPN
shopping,A1,shop,VERB
shore,A2,shore,NOUN
short,A1,short,ADJ
short,A1,short,ADJ
short/shorts,A2,short,ADJ
shortage,B1,shortage,NOUN
shortly,B1,shortly,ADV
shortness,B2,shortness,NOUN
short-term,B2,short,ADJ
shot,A2,shoot,VERB
should,A1,should,AUX
shoulder,A1,shoulder,NOUN
shout,A2,shout,VERB
shout,B1,shout,VERB
show,A2,show,VERB
show,A1,show,VERB
showbiz,B2,showbiz,NOUN
showcase,B2,showcase,NOUN
shower,A1,shower,VERB
shower,B2,shower,VERB
shrimp,B1,shrimp,NOUN
shrink,B2,shrink,VERB
shrink,B2,shrink,VERB
shrug,B2,shrug,PROPN
shut,B1,shut,VERB
shut,A2,shut,VERB
shy,A1,shy,ADJ
sick,A1,sick,ADJ
sickness,B1,sickness,PROPN
side,A1,side,NOUN
sidewalk,B1,sidewalk,VERB
sigh,B1,sigh,NOUN
sigh,B2,sigh,NOUN
sight,A1,sight,NOUN
sightseeing,A2,sightsee,VERB
sign,A1,sign,NOUN
sign,B1,sign,NOUN
signal,B1,signal,NOUN
signature,B1,signature,NOUN
significance,B1,significance,NOUN
significant,A2,significant,ADJ
significantly,B2,significantly,ADV
signify,B2,signify,VERB
signpost,B1,signpost,X
silence,A2,silence,NOUN
silent,B1,silent,ADJ
silently,A2,silently,ADV
silk,B1,silk,NOUN
silly,A2,silly,ADJ
silver,A2,silver,NOUN
silver,A2,silver,NOUN
silverware,B2,silverware,NOUN
similar,A2,similar,ADJ
similarity,B1,similarity,NOUN
similarly,B1,similarly,ADV
simple,A2,simple,ADJ
simplification,B2,simplification,NOUN
simplify,B1,simplify,VERB
simply,A2,simply,ADV
simultaneous,B2,simultaneous,ADJ
simultaneously,B1,simultaneously,ADV
since,B2,since,SCONJ
since,B1,since,SCONJ
since,A2,since,SCONJ
sincere,B2,sincere,ADJ
sincerity,B2,sincerity,NOUN
sing,A1,sing,VERB
singer,A1,singer,NOUN
singing,A2,sing,VERB
single,A2,single,ADJ
single,B1,single,ADJ
singular,A2,singular,PROPN
singular,A2,singular,PROPN
sink,A2,sink,NOUN
sink,B1,sink,NOUN
sir,A1,sir,NOUN
sister,A1,sister,NOUN
sister-in-law,B2,sister,NOUN
sit,A1,sit,VERB
site,A1,site,NOUN
sitting room,A2,sitting,NOUN
situation,A2,situation,NOUN
six,A1,six,NUM
sixteen,A1,sixteen,NUM
sixty,A1,sixty,PROPN
size,A1,size,NOUN
skate,A2,skate,NOUN
skate,B1,skate,NOUN
skateboard,B2,skateboard,PROPN
skateboarder,B2,skateboarder,PROPN
skateboarding,A2,skateboard,VERB
skating,A2,skate,VERB
skeleton,B1,skeleton,PROPN
sketch,B2,sketch,VERB
ski,A2,ski,NOUN
ski,B1,ski,NOUN
skiing,A2,ski,VERB
skill,A1,skill,NOUN
skilled,B2,skilled,ADJ
skillful/skilful,B2,skillful,ADJ
skillfully/skilfully,B2,skillfully,ADV
skim,B2,skim,NOUN
skin,B1,skin,NOUN
skip,B2,skip,NOUN
skirt,A1,skirt,PROPN
sky,A1,sky,NOUN
skylark,B2,skylark,PROPN
skyscraper,B1,skyscraper,NOUN
skyward,B2,skyward,ADV
slam,B2,slam,PROPN
slang,B2,slang,PROPN
slap,B2,slap,VERB
slap,B2,slap,VERB
slash,B2,slash,NOUN
slaughter,B2,slaughter,NOUN
slave,A2,slave,NOUN
slavery,B1,slavery,PROPN
sleep,B1,sleep,NOUN
sleep,A1,sleep,NOUN
sleepless,A2,sleepless,ADJ
sleepy,A2,sleepy,ADJ
sleeve,B1,sleeve,VERB
slice,A2,slice,NOUN
slice,B2,slice,NOUN
slide,A2,slide,NOUN
slide,B2,slide,NOUN
slight,B2,slight,ADJ
slight,B1,slight,ADJ
slightly,B1,slightly,ADV
slim,A2,slim,ADJ
slip,B1,slip,PROPN
slip,B1,slip,PROPN
sliver,B2,sliver,NOUN
slogan,B1,slogan,NOUN
slope,B1,slope,PROPN
sloppy,B2,sloppy,ADJ
slot,B1,slot,NOUN
slow,A1,slow,ADJ
slow,B1,slow,ADJ
slow,B1,slow,ADJ
slowly,A2,slowly,ADV
small,A1,small,ADJ
smart,A1,smart,ADJ
smash,B2,smash,VERB
smell,A1,smell,NOUN
smell,B1,smell,NOUN
smile,A1,smile,VERB
smile,B1,smile,VERB
smith,A1,smith,PROPN
smoke,A1,smoke,VERB
smoke,A2,smoke,VERB
smoker,B1,smoker,PROPN
smokestack,B2,smokestack,NOUN
smoking,A1,smoke,VERB
smooth,A2,smooth,PROPN
smoothly,A2,smoothly,ADV
snack,A2,snack,NOUN
snake,A1,snake,NOUN
snap,B2,snap,VERB
sneak,B2,sneak,VERB
sneer,B2,sneer,NOUN
sneeze,B1,sneeze,VERB
sneeze,B2,sneeze,VERB
sniff,B2,sniff,PROPN
snore,B2,snore,VERB
snore,B2,snore,VERB
snow,A1,snow,NOUN
snow,A2,snow,NOUN
snowball,B2,snowball,NOUN
snowboard,B1,snowboard,PROPN
snowboarding,A2,snowboard,VERB
snowstorm,B1,snowstorm,NOUN
snowy,A1,snowy,PROPN
so,A2,so,ADV
so,A1,so,ADV
soak,B2,soak,VERB
soak,B2,soak,VERB
soaked,B2,soak,VERB
soaking,B2,soak,VERB
soap,A2,soap,NOUN
soap opera,B1,soap,NOUN
soar,B2,soar,VERB
sob,B2,sob,VERB
so-called,B2,so,ADV
soccer,A1,soccer,NOUN
sociable,B2,sociable,ADJ
social,A1,social,ADJ
social networking,B1,social,ADJ
socialize/socialise,B2,socialize,VERB
socially,B1,socially,ADV
society,A2,society,NOUN
sock,A2,sock,PROPN
soda,A2,soda,PROPN
sofa,A1,sofa,NOUN
soft,A2,soft,ADJ
soft drink,A2,soft,ADJ
softly,A2,softly,ADV
softness,B2,softness,NOUN
software,A2,software,NOUN
soil,B2,soil,NOUN
soil,B1,soil,NOUN
solar,B2,solar,ADJ
soldier,A2,soldier,NOUN
solid,B1,solid,ADJ
solidity,B2,solidity,NOUN
soliloquy,B2,soliloquy,VERB
solo,B2,solo,PROPN
solo,B2,solo,PROPN
solo,B2,solo,PROPN
solution,A2,solution,NOUN
solve,A1,solve,VERB
solvent,B2,solvent,NOUN
some,A1,some,PRON
some,A1,some,PRON
somebody,A2,somebody,PRON
someday,A2,someday,ADV
somehow,B1,somehow,ADV
someone,A1,someone,PRON
someplace,B1,someplace,NOUN
something,A1,something,PRON
sometime,B1,sometime,ADV
sometimes,B1,sometimes,ADV
somewhat,B2,somewhat,ADV
somewhere,A2,somewhere,ADV
son,A1,son,NOUN
song,A1,song,NOUN
son-in-law,B2,son,NOUN
sonnet,B2,sonnet,NOUN
soon,A1,soon,ADV
soothe,B1,soothe,PROPN
sophisticated,B2,sophisticated,ADJ
sophomore,B1,sophomore,NOUN
sore,B1,sore,ADV
sorrow,B1,sorrow,NOUN
sorry,A1,sorry,ADJ
sort,B1,sort,NOUN
sort,B2,sort,NOUN
soul,B1,soul,NOUN
sound,B2,sound,VERB
sound,A2,sound,VERB
sound,A2,sound,VERB
soundtrack,B2,soundtrack,NOUN
soup,A1,soup,PROPN
sour,B1,sour,ADJ
source,A2,source,NOUN
south,A2,south,ADJ
south,A2,south,ADJ
south,A2,south,ADJ
southeast,B1,southeast,PROPN
southeast,B1,southeast,PROPN
southern,B1,southern,PROPN
southward,B2,southward,ADV
southwest,B1,southwest,NOUN
southwest,B1,southwest,NOUN
souvenir,B1,souvenir,NOUN
Soviet,B2,soviet,ADJ
soybean,B2,soybean,NOUN
spa,B2,spa,NOUN
space,A2,space,NOUN
spaceship,A2,spaceship,NOUN
spaghetti,A2,spaghetti,NOUN
span,B2,span,PROPN
spare,B2,spare,ADJ
spare,B2,spare,ADJ
sparerib,B2,sparerib,NOUN
spark,B2,spark,NOUN
sparkle,B1,sparkle,NOUN
sparkling,B2,sparkle,VERB
sparrow,B2,sparrow,NOUN
speak,A1,speak,VERB
speaker,A2,speaker,NOUN
special,A1,special,ADJ
specialist,B1,specialist,PROPN
specialize/specialise,B1,specialize,VERB
specially,B1,specially,ADV
specialty,B2,specialty,NOUN
species,B2,species,PROPN
specific,A2,specific,ADJ
specifically,B2,specifically,ADV
specify,B2,specify,VERB
spectacle,B2,spectacle,NOUN
spectacular,B1,spectacular,PROPN
spectator,B1,spectator,NOUN
speech,A1,speech,NOUN
speed,A2,speed,NOUN
speed,B1,speed,NOUN
speeder,B2,speeder,NOUN
spell,A1,spell,VERB
spell,A2,spell,VERB
spellbound,B2,spellbound,ADJ
spelling,B1,spell,VERB
spend,A1,spend,VERB
sphere,B1,sphere,ADV
spice,B1,spice,NOUN
spicy,B1,spicy,NOUN
spider,B1,spider,VERB
spill,A2,spill,NOUN
spin,B2,spin,NOUN
spinach,B1,spinach,PROPN
spiral,B1,spiral,ADJ
spirit,B1,spirit,PROPN
spiritual,B1,spiritual,ADJ
spite,B2,spite,VERB
splash,B2,splash,VERB
splash,A2,splash,VERB
splatter,B2,splatter,VERB
split,A2,split,VERB
split,B1,split,VERB
split,B2,split,VERB
spoil,B1,spoil,NOUN
spokesman,B2,spokesman,NOUN
spokeswoman,B2,spokeswoman,NOUN
sponge,B1,sponge,NOUN
sponsor,B1,sponsor,NOUN
sponsor,B2,sponsor,NOUN
spoon,A2,spoon,NOUN
sport,A1,sport,NOUN
sports,B1,sport,NOUN
sports center/sports centre,A2,sport,NOUN
sportsmanship,B1,sportsmanship,NOUN
spot,A1,spot,PROPN
spot,B2,spot,PROPN
spray,B2,spray,PROPN
spray,B2,spray,PROPN
spread,A2,spread,VERB
spread,B2,spread,VERB
spreadsheet,B2,spreadsheet,NOUN
spring,A1,spring,NOUN
sprint,B2,sprint,PROPN
spur,B2,spur,NOUN
spy,A1,spy,NOUN
squad,B2,squad,PROPN
square,A2,square,ADJ
square,A2,square,ADJ
squash,B2,squash,VERB
squash,B2,squash,VERB
squeeze,B2,squeeze,VERB
stab,B2,stab,PROPN
stability,B2,stability,NOUN
stable,B1,stable,ADJ
stack,B2,stack,VERB
stadium,A2,stadium,NOUN
staff,A2,staff,NOUN
stage,A1,stage,NOUN
stagger,B2,stagger,NOUN
stain,B2,stain,NOUN
stain,B2,stain,NOUN
stair,A2,stair,NOUN
stake,B2,stake,NOUN
stall,B1,stall,NOUN
stammer,B2,stammer,PROPN
stamp,A2,stamp,VERB
stamp,B2,stamp,VERB
stand,A1,stand,VERB
stand,A2,stand,VERB
standard,B2,standard,PROPN
standard,B1,standard,PROPN
standby,B2,standby,VERB
standstill,B2,standstill,ADJ
stanza,B2,stanza,PROPN
star,A1,star,PROPN
star,B1,star,PROPN
stare,B1,stare,VERB
start,A1,start,VERB
start,A1,start,VERB
startle,B2,startle,VERB
starvation,B2,starvation,NOUN
starve,B2,starve,VERB
starving,B2,starve,VERB
state,B2,state,NOUN
state,A2,state,NOUN
state,B2,state,NOUN
statement,A2,statement,NOUN
statesman,B2,statesman,NOUN
statewide,B2,statewide,ADV
station,A1,station,NOUN
statistics,B2,statistic,NOUN
statue,A2,statue,NOUN
status,B1,status,NOUN
stay,B1,stay,VERB
stay,A1,stay,VERB
steadily,B1,steadily,ADV
steady,B1,steady,ADJ
steak,A2,steak,NOUN
steal,A2,steal,VERB
steam,B1,steam,NOUN
steel,B1,steel,NOUN
steely,B2,steely,PROPN
steep,B1,steep,ADJ
steer,B2,steer,VERB
steering wheel,B2,steer,VERB
stem,B1,stem,NOUN
step,A2,step,VERB
step,A1,step,VERB
stepfather,B2,stepfather,ADP
stepmother,B2,stepmother,PROPN
stereotype,B2,stereotype,NOUN
stern,B2,stern,PROPN
stew,B2,stew,ADJ
stick,B2,stick,PROPN
stick,B1,stick,PROPN
sticker,B1,sticker,NOUN
sticky,B1,sticky,PROPN
stiff,B2,stiff,PROPN
still,A1,still,ADV
still,A2,still,ADV
stimulant,B2,stimulant,ADJ
stimulate,B2,stimulate,VERB
stimulation,B2,stimulation,NOUN
stingy,B2,stingy,VERB
stink,B2,stink,VERB
stir,B1,stir,VERB
stitch,B2,stitch,VERB
stock,B2,stock,NOUN
stock market,B2,stock,NOUN
stockpile,B2,stockpile,NOUN
stomach,A2,stomach,NOUN
stomachache,A2,stomachache,PROPN
stone,A1,stone,NOUN
stonework,B2,stonework,NOUN
stool,B2,stool,NOUN
stop,A1,stop,VERB
stop,A1,stop,VERB
stopover,B2,stopover,PROPN
stopwatch,B2,stopwatch,PROPN
storage,B1,storage,NOUN
store,A1,store,NOUN
store,B2,store,NOUN
storm,A2,storm,NOUN
stormy,B1,stormy,PROPN
story,A1,story,NOUN
storyteller,B1,storyteller,NOUN
stove,A2,stove,NOUN
straight,A2,straight,ADV
straight,A1,straight,ADV
straighten,B2,straighten,VERB
straightforward,B2,straightforward,ADV
strain,B1,strain,VERB
strain,B2,strain,VERB
strait,B2,strait,ADJ
strand,B2,strand,PROPN
strange,A1,strange,ADJ
strangely,B1,strangely,ADV
stranger,A2,strange,ADJ
strangle,B2,strangle,NOUN
strategic,B1,strategic,ADJ
strategy,A2,strategy,NOUN
straw,B1,straw,NOUN
strawberry,B1,strawberry,NOUN
stream,B1,stream,PROPN
stream,B1,stream,PROPN
street,A1,street,NOUN
strength,A2,strength,NOUN
strengthen,B1,strengthen,VERB
stress,B1,stress,NOUN
stress,B2,stress,NOUN
stressed,B1,stress,VERB
stressful,B1,stressful,ADJ
stretch,B1,stretch,VERB
stricken,B1,stricken,VERB
strict,A1,strict,ADJ
strictly,B2,strictly,ADV
stride,B2,stride,NOUN
strike,A2,strike,VERB
strike,B1,strike,VERB
striking,B2,strike,VERB
string,A2,string,PROPN
strip,B1,strip,PROPN
strip,B2,strip,PROPN
stripe,B1,stripe,VERB
strive,B2,strive,VERB
stroke,B2,stroke,VERB
stroke,B2,stroke,VERB
strong,A1,strong,ADJ
strongly,A2,strongly,ADV
structure,A2,structure,NOUN
struggle,B1,struggle,NOUN
struggle,B2,struggle,NOUN
stubborn,B1,stubborn,ADJ
stubbornly,B2,stubbornly,ADV
stuck,B1,stick,VERB
student,A1,student,NOUN
studio,B1,studio,NOUN
study,A2,study,NOUN
study,A1,study,NOUN
stuff,A2,stuff,NOUN
stuff,B2,stuff,NOUN
stuffed,B1,stuff,VERB
stumble,B1,stumble,VERB
stun,B1,stun,NOUN
stunning,B1,stunning,ADJ
stupid,B1,stupid,ADJ
style,A2,style,NOUN
stylish,B1,stylish,PROPN
stylist,B2,stylist,PROPN
subconscious,B1,subconscious,ADJ
subcontinent,B2,subcontinent,NOUN
subculture,B2,subculture,NOUN
subdivision,B2,subdivision,NOUN
subject,A1,subject,ADJ
subjunctive,B2,subjunctive,ADJ
submarine,B1,submarine,NOUN
submit,B2,submit,VERB
subplot,B2,subplot,VERB
subside,B2,subside,NOUN
substance,B2,substance,NOUN
substantial,B1,substantial,ADJ
substitute,B1,substitute,PROPN
substitute,B2,substitute,PROPN
subtitle,B2,subtitle,VERB
subtle,B2,subtle,ADJ
subtract,B2,subtract,VERB
suburb,B2,suburb,NOUN
subway,A1,subway,NOUN
succeed,A2,succeed,VERB
success,A2,success,NOUN
successful,A1,successful,ADJ
successfully,A2,successfully,ADV
successive,B2,successive,ADJ
such,A2,such,ADJ
such,A2,such,ADJ
suck,B2,suck,VERB
sudden,A2,sudden,ADJ
